pdb,reason,subgroup,temperature_k,ligand_len,receptor_len,size_source,pdb_path,n_ca_ligand,n_ca_receptor,dN_ligand_nm,dN_receptor_nm
4FQR,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
1TZI,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4KFZ,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3IU3,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5WHK,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
2WUC,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
2AEQ,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3IU3,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3RVW,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
6MI2,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3EBA,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4M1D,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5JDS,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
2QR0,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4WHT,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
2XRA,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3SQO,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5WUX,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4XNM,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
6AXK,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5D1X,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4JKP,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
2NY5,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4ZPT,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
2YPV,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4XGZ,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4ETQ,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
1KXT,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3EOA,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5CSZ,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3UBX,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3SDY,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5KZP,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
6AZZ,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
2FJG,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5GHW,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3HAE,missing_temperature,TCR-pMHC,,,,,,,,,
5BO1,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3NH7,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
6EJG,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
1YYM,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5KOV,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5MYX,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5D1X,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
6CDM,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5CD5,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4XH2,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4DKE,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4K2U,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
6D6U,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4XGZ,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4Z5R,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3NGB,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3G6J,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
1P2C,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3O6L,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4RDQ,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3B2U,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4ZFF,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
2NY6,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5B71,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4I3R,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
2X89,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
2FX8,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4I18,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
6H06,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5J3H,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
2VXT,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5TRU,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4N9G,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4XGZ,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3FKU,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3UYR,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4XGZ,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4XH2,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4LIQ,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4PGJ,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4ZS7,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
6H06,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4WHY,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5BK1,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4WHT,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5HDQ,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
6FE4,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
6D6T,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5WTT,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
6H7O,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
6B0A,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3NGB,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4JLR,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
2J4W,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5UTZ,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3L5Y,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5O05,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5K59,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3G6J,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4F9P,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3HI1,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5SX4,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5N88,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5DFV,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4O4Y,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5AAM,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3UBX,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3IFP,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5E7F,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4JLR,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4MHJ,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4HLZ,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3UX9,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5O03,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
1YY9,subgroup_filtered:OTHER,OTHER,,,,,,,,,
1FSK,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5KOV,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5D8J,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3G5V,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5JYL,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
2J6E,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3LEV,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4QCI,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4WHT,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5DFW,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5CJQ,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5U4M,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4I2X,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5YOY,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5VPL,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5TRU,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3WD5,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
6D01,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
2EH8,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4M62,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4Z5R,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
2OR9,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4WHT,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3LH2,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4N8C,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3ZKQ,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4HWB,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3P9W,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
1NMA,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5M2I,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
2FX8,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5TE4,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4XH2,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
2QR0,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4LU5,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3HAE,missing_temperature,TCR-pMHC,,,,,,,,,
2WUB,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
2BDN,subgroup_filtered:OTHER,OTHER,,,,,,,,,
1FE8,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4KHT,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4LU5,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3Q3G,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4FQR,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
2JIX,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5W1M,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5DO2,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4Z5R,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
2FX7,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5SV3,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
6DDV,missing_temperature,TCR-pMHC,,,,,,,,,
5Y80,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
6FLC,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4XGZ,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4WHT,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
2P49,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4AM0,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3R1G,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3U0T,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3LRH,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5K59,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5E2W,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5E2V,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
6CBP,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
6AXL,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
1IQD,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
6BLI,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
6H0E,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4QYO,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4K2U,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
2Y6S,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
6FE4,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5OTJ,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4M62,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4KRL,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
2P42,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
1BJ1,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5W1M,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5C6T,subgroup_filtered:OTHER,OTHER,,,,,,,,,
6CDO,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4G6M,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4ZFO,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4QY8,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4YHP,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5C7X,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4RGO,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5DO2,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
1BVK,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4WHT,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3IFO,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4WEU,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5SX5,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5KOV,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4U6H,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3QWO,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3IET,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
1QFW,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4BKL,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
2NXY,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3UC0,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
6B0E,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4JFX,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5D72,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5E8E,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
1TZH,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5J13,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5KOV,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5N7W,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4X7F,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3UZV,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
6MFT,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4HS6,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4HIX,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4LQF,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
6B0S,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
6MLK,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5HVF,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4WHY,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
6F7T,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
1TZH,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5IVN,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
2I60,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5L6Y,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
6II4,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
2P45,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5NMV,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4KRO,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5XJM,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
2VYR,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4XGZ,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4XGZ,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
6AXL,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5O2U,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5HYS,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4CNI,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
6H0E,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4N9G,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4F37,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5NGV,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
1RI8,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5KOV,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5MZV,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3UX9,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5BOZ,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4YBL,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
6B9J,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
6D01,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
6D6U,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4WHT,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5M2M,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3L95,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3LH2,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3EOB,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3UZE,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
1YYL,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4I18,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3SKJ,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5W1M,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3B2U,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4D9R,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5FHX,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
1WEJ,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5Y11,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
6BKD,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5T78,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
6F7T,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4CNI,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5W0K,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5B71,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
2UZI,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4HPY,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5BK1,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4EIG,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
1KXQ,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4R8W,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
2Y6S,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5UTZ,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
2NY2,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
2R0K,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4QXT,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5D71,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4FQJ,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4ZPT,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
1DEE,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3K2U,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3A67,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
2B2X,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
2P4A,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4Z5R,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5KN5,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5EOC,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4HS8,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4J4P,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5IKC,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
5TKK,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
1FSK,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4XGZ,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
2IFF,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
1YYM,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4FQV,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4WY7,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4HS6,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
2A6D,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4W6W,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4WEM,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4MHJ,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3G6D,subgroup_filtered:OTHER,OTHER,,,,,,,,,
3L95,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
6MHR,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4FQR,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
1W72,missing_temperature,TCR-pMHC,,,,,,,,,
3B2V,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
3V6Z,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
4YHZ,subgroup_filtered:Antibody-Antigen,Antibody-Antigen,,,,,,,,,
