size_key,pdb_id,ligand_chains,receptor_chains,subgroup,pdb_path,ligand_modeled_residues,receptor_modeled_residues,ligand_seq_len,receptor_seq_len,rcsb_status,status
3ONW|D|B,3ONW,D,B,OTHER,src\bridging\generatedData\pdb_cache\3ONW.pdb,34.0,317.0,,,skipped,ok
"3OPZ|H,L|A",3OPZ,"H,L",A,OTHER,src\bridging\generatedData\pdb_cache\3OPZ.pdb,432.0,625.0,,,skipped,ok
"3OPZ|J,N|C",3OPZ,"J,N",C,OTHER,src\bridging\generatedData\pdb_cache\3OPZ.pdb,433.0,625.0,,,skipped,ok
"3OPZ|I,M|B",3OPZ,"I,M",B,OTHER,src\bridging\generatedData\pdb_cache\3OPZ.pdb,432.0,625.0,,,skipped,ok
"3ORV|A,B|C,D,E,F",3ORV,"A,B","C,D,E,F",OTHER,src\bridging\generatedData\pdb_cache\3ORV.pdb,709.0,998.0,,,skipped,ok
3OSL|B|A,3OSL,B,A,OTHER,src\bridging\generatedData\pdb_cache\3OSL.pdb,74.0,296.0,,,skipped,ok
3OSL|D|C,3OSL,D,C,OTHER,src\bridging\generatedData\pdb_cache\3OSL.pdb,74.0,296.0,,,skipped,ok
3OUN|B|A,3OUN,B,A,OTHER,src\bridging\generatedData\pdb_cache\3OUN.pdb,256.0,91.0,,,skipped,ok
3OUW|B|A,3OUW,B,A,OTHER,src\bridging\generatedData\pdb_cache\3OUW.pdb,28.0,496.0,,,skipped,ok
3OUX|B|A,3OUX,B,A,OTHER,src\bridging\generatedData\pdb_cache\3OUX.pdb,47.0,503.0,,,skipped,ok
"3OWT|C|A,B",3OWT,C,"A,B",OTHER,src\bridging\generatedData\pdb_cache\3OWT.pdb,20.0,296.0,,,skipped,ok
3OXU|F|B,3OXU,F,B,OTHER,src\bridging\generatedData\pdb_cache\3OXU.pdb,122.0,295.0,,,skipped,ok
3OXU|D|C,3OXU,D,C,OTHER,src\bridging\generatedData\pdb_cache\3OXU.pdb,125.0,294.0,,,skipped,ok
3OXU|E|A,3OXU,E,A,OTHER,src\bridging\generatedData\pdb_cache\3OXU.pdb,121.0,295.0,,,skipped,ok
"3P0Y|A|H,L",3P0Y,A,"H,L",OTHER,src\bridging\generatedData\pdb_cache\3P0Y.pdb,194.0,431.0,,,skipped,ok
"3P11|A|H,L",3P11,A,"H,L",OTHER,src\bridging\generatedData\pdb_cache\3P11.pdb,506.0,429.0,,,skipped,ok
"3P6Z|C|A,B",3P6Z,C,"A,B",OTHER,src\bridging\generatedData\pdb_cache\3P6Z.pdb,7.0,285.0,,,skipped,ok
"3P6Z|I|G,H",3P6Z,I,"G,H",OTHER,src\bridging\generatedData\pdb_cache\3P6Z.pdb,8.0,284.0,,,skipped,ok
3P71|C|T,3P71,C,T,OTHER,src\bridging\generatedData\pdb_cache\3P71.pdb,303.0,315.0,,,skipped,ok
"3P8M|C,D|A,B",3P8M,"C,D","A,B",OTHER,src\bridging\generatedData\pdb_cache\3P8M.pdb,85.0,174.0,,,skipped,ok
3P92|E|A,3P92,E,A,OTHER,src\bridging\generatedData\pdb_cache\3P92.pdb,58.0,224.0,,,skipped,ok
3P95|E|A,3P95,E,A,OTHER,src\bridging\generatedData\pdb_cache\3P95.pdb,58.0,224.0,,,skipped,ok
"3PL6|A,B,C|D,E",3PL6,"A,B,C","D,E",TCR-pMHC,src\bridging\generatedData\pdb_cache\3PL6.pdb,554.0,257.0,,,skipped,ok
"3PMH|A,B|G",3PMH,"A,B",G,OTHER,src\bridging\generatedData\pdb_cache\3PMH.pdb,295.0,281.0,,,skipped,ok
3PNR|B|A,3PNR,B,A,OTHER,src\bridging\generatedData\pdb_cache\3PNR.pdb,129.0,240.0,,,skipped,ok
3PVM|B|A,3PVM,B,A,OTHER,src\bridging\generatedData\pdb_cache\3PVM.pdb,1225.0,1627.0,,,skipped,ok
3PVM|D|C,3PVM,D,C,OTHER,src\bridging\generatedData\pdb_cache\3PVM.pdb,1225.0,1627.0,,,skipped,ok
"3Q4F|G,H|A,B",3Q4F,"G,H","A,B",OTHER,src\bridging\generatedData\pdb_cache\3Q4F.pdb,314.0,454.0,,,skipped,ok
"3Q4F|C,D|E,F",3Q4F,"C,D","E,F",OTHER,src\bridging\generatedData\pdb_cache\3Q4F.pdb,314.0,454.0,,,skipped,ok
3Q9N|C|A,3Q9N,C,A,OTHER,src\bridging\generatedData\pdb_cache\3Q9N.pdb,157.0,138.0,,,skipped,ok
3Q9N|D|B,3Q9N,D,B,OTHER,src\bridging\generatedData\pdb_cache\3Q9N.pdb,158.0,135.0,,,skipped,ok
3Q9U|C|A,3Q9U,C,A,OTHER,src\bridging\generatedData\pdb_cache\3Q9U.pdb,157.0,138.0,,,skipped,ok
3Q9U|D|B,3Q9U,D,B,OTHER,src\bridging\generatedData\pdb_cache\3Q9U.pdb,158.0,136.0,,,skipped,ok
3QBQ|A|B,3QBQ,A,B,OTHER,src\bridging\generatedData\pdb_cache\3QBQ.pdb,155.0,164.0,,,skipped,ok
3QBQ|C|D,3QBQ,C,D,OTHER,src\bridging\generatedData\pdb_cache\3QBQ.pdb,155.0,164.0,,,skipped,ok
3QBT|A|B,3QBT,A,B,OTHER,src\bridging\generatedData\pdb_cache\3QBT.pdb,170.0,130.0,,,skipped,ok
3QBT|C|D,3QBT,C,D,OTHER,src\bridging\generatedData\pdb_cache\3QBT.pdb,171.0,130.0,,,skipped,ok
3QBT|E|F,3QBT,E,F,OTHER,src\bridging\generatedData\pdb_cache\3QBT.pdb,169.0,139.0,,,skipped,ok
3QBT|G|H,3QBT,G,H,OTHER,src\bridging\generatedData\pdb_cache\3QBT.pdb,169.0,139.0,,,skipped,ok
3QBV|B|A,3QBV,B,A,OTHER,src\bridging\generatedData\pdb_cache\3QBV.pdb,307.0,177.0,,,skipped,ok
3QBV|D|C,3QBV,D,C,OTHER,src\bridging\generatedData\pdb_cache\3QBV.pdb,289.0,177.0,,,skipped,ok
3QC8|B|A,3QC8,B,A,OTHER,src\bridging\generatedData\pdb_cache\3QC8.pdb,80.0,170.0,,,skipped,ok
"3QDJ|A,C|D,E",3QDJ,"A,C","D,E",TCR-pMHC,src\bridging\generatedData\pdb_cache\3QDJ.pdb,284.0,441.0,,,skipped,ok
"3QDM|A,C|D,E",3QDM,"A,C","D,E",TCR-pMHC,src\bridging\generatedData\pdb_cache\3QDM.pdb,285.0,437.0,,,skipped,ok
"3QEQ|A,C|D,E",3QEQ,"A,C","D,E",TCR-pMHC,src\bridging\generatedData\pdb_cache\3QEQ.pdb,284.0,437.0,,,skipped,ok
3QHT|C|A,3QHT,C,A,OTHER,src\bridging\generatedData\pdb_cache\3QHT.pdb,93.0,79.0,,,skipped,ok
3QHT|D|B,3QHT,D,B,OTHER,src\bridging\generatedData\pdb_cache\3QHT.pdb,93.0,73.0,,,skipped,ok
3QI2|C|A,3QI2,C,A,OTHER,src\bridging\generatedData\pdb_cache\3QI2.pdb,33.0,318.0,,,skipped,ok
3QI2|D|B,3QI2,D,B,OTHER,src\bridging\generatedData\pdb_cache\3QI2.pdb,30.0,314.0,,,skipped,ok
"3QIU|C,D|A,B,E",3QIU,"C,D","A,B,E",TCR-pMHC,src\bridging\generatedData\pdb_cache\3QIU.pdb,416.0,359.0,,,skipped,ok
"3QIW|C,D|A,B,E",3QIW,"C,D","A,B,E",TCR-pMHC,src\bridging\generatedData\pdb_cache\3QIW.pdb,416.0,357.0,,,skipped,ok
3QLU|C|A,3QLU,C,A,OTHER,src\bridging\generatedData\pdb_cache\3QLU.pdb,372.0,372.0,,,skipped,ok
3QLU|D|B,3QLU,D,B,OTHER,src\bridging\generatedData\pdb_cache\3QLU.pdb,373.0,381.0,,,skipped,ok
3QML|C|A,3QML,C,A,OTHER,src\bridging\generatedData\pdb_cache\3QML.pdb,262.0,377.0,,,skipped,ok
3QML|D|B,3QML,D,B,OTHER,src\bridging\generatedData\pdb_cache\3QML.pdb,273.0,370.0,,,skipped,ok
3QQ8|B|A,3QQ8,B,A,OTHER,src\bridging\generatedData\pdb_cache\3QQ8.pdb,80.0,177.0,,,skipped,ok
"3QS7|E,F|A,B",3QS7,"E,F","A,B",OTHER,src\bridging\generatedData\pdb_cache\3QS7.pdb,664.0,269.0,,,skipped,ok
"3QS7|G,H|C,D",3QS7,"G,H","C,D",OTHER,src\bridging\generatedData\pdb_cache\3QS7.pdb,427.0,267.0,,,skipped,ok
"3QT2|C,D|A",3QT2,"C,D",A,OTHER,src\bridging\generatedData\pdb_cache\3QT2.pdb,219.0,307.0,,,skipped,ok
"3QT2|E,F|B",3QT2,"E,F",B,OTHER,src\bridging\generatedData\pdb_cache\3QT2.pdb,218.0,307.0,,,skipped,ok
"3QTL|D|A,B,C",3QTL,D,"A,B,C",OTHER,src\bridging\generatedData\pdb_cache\3QTL.pdb,75.0,817.0,,,skipped,ok
"3QUX|A|C,D",3QUX,A,"C,D",TCR-pMHC,src\bridging\generatedData\pdb_cache\3QUX.pdb,266.0,442.0,,,skipped,ok
"3QUY|A|C,D",3QUY,A,"C,D",TCR-pMHC,src\bridging\generatedData\pdb_cache\3QUY.pdb,268.0,441.0,,,skipped,ok
"3QUZ|A|C,D",3QUZ,A,"C,D",TCR-pMHC,src\bridging\generatedData\pdb_cache\3QUZ.pdb,266.0,442.0,,,skipped,ok
3QWQ|B|A,3QWQ,B,A,OTHER,src\bridging\generatedData\pdb_cache\3QWQ.pdb,100.0,613.0,,,skipped,ok
"3QWR|D|A,B",3QWR,D,"A,B",OTHER,src\bridging\generatedData\pdb_cache\3QWR.pdb,91.0,436.0,,,skipped,ok
"3R0L|A,B,C|D",3R0L,"A,B,C",D,OTHER,src\bridging\generatedData\pdb_cache\3R0L.pdb,71.0,122.0,,,skipped,ok
"3R2X|C|A,B",3R2X,C,"A,B",OTHER,src\bridging\generatedData\pdb_cache\3R2X.pdb,82.0,493.0,,,skipped,ok
3R4D|A|B,3R4D,A,B,OTHER,src\bridging\generatedData\pdb_cache\3R4D.pdb,199.0,229.0,,,skipped,ok
3R4D|C|D,3R4D,C,D,OTHER,src\bridging\generatedData\pdb_cache\3R4D.pdb,199.0,229.0,,,skipped,ok
3R85|E|A,3R85,E,A,OTHER,src\bridging\generatedData\pdb_cache\3R85.pdb,20.0,138.0,,,skipped,ok
3R85|F|B,3R85,F,B,OTHER,src\bridging\generatedData\pdb_cache\3R85.pdb,21.0,138.0,,,skipped,ok
3R85|G|C,3R85,G,C,OTHER,src\bridging\generatedData\pdb_cache\3R85.pdb,19.0,139.0,,,skipped,ok
3R85|H|D,3R85,H,D,OTHER,src\bridging\generatedData\pdb_cache\3R85.pdb,19.0,139.0,,,skipped,ok
"3R9A|A,C|D",3R9A,"A,C",D,OTHER,src\bridging\generatedData\pdb_cache\3R9A.pdb,774.0,292.0,,,skipped,ok
3RBB|B|A,3RBB,B,A,OTHER,src\bridging\generatedData\pdb_cache\3RBB.pdb,60.0,137.0,,,skipped,ok
3RBB|D|C,3RBB,D,C,OTHER,src\bridging\generatedData\pdb_cache\3RBB.pdb,58.0,123.0,,,skipped,ok
"3RDT|C,D|A,B",3RDT,"C,D","A,B",TCR-pMHC,src\bridging\generatedData\pdb_cache\3RDT.pdb,378.0,437.0,,,skipped,ok
3RDZ|C|A,3RDZ,C,A,OTHER,src\bridging\generatedData\pdb_cache\3RDZ.pdb,67.0,220.0,,,skipped,ok
3RDZ|D|B,3RDZ,D,B,OTHER,src\bridging\generatedData\pdb_cache\3RDZ.pdb,67.0,220.0,,,skipped,ok
3REA|B|A,3REA,B,A,OTHER,src\bridging\generatedData\pdb_cache\3REA.pdb,60.0,127.0,,,skipped,ok
3REA|D|C,3REA,D,C,OTHER,src\bridging\generatedData\pdb_cache\3REA.pdb,60.0,125.0,,,skipped,ok
3REB|B|A,3REB,B,A,OTHER,src\bridging\generatedData\pdb_cache\3REB.pdb,59.0,106.0,,,skipped,ok
3REB|D|C,3REB,D,C,OTHER,src\bridging\generatedData\pdb_cache\3REB.pdb,60.0,114.0,,,skipped,ok
3RGF|B|A,3RGF,B,A,OTHER,src\bridging\generatedData\pdb_cache\3RGF.pdb,266.0,321.0,,,skipped,ok
"3RGV|D,E|A,C",3RGV,"D,E","A,C",TCR-pMHC,src\bridging\generatedData\pdb_cache\3RGV.pdb,113.0,475.0,,,skipped,ok
3RO2|B|A,3RO2,B,A,OTHER,src\bridging\generatedData\pdb_cache\3RO2.pdb,22.0,328.0,,,skipped,ok
"3RPG|C|A,B",3RPG,C,"A,B",OTHER,src\bridging\generatedData\pdb_cache\3RPG.pdb,101.0,248.0,,,skipped,ok
3RT0|C|A,3RT0,C,A,OTHER,src\bridging\generatedData\pdb_cache\3RT0.pdb,172.0,328.0,,,skipped,ok
3RT0|D|B,3RT0,D,B,OTHER,src\bridging\generatedData\pdb_cache\3RT0.pdb,158.0,314.0,,,skipped,ok
"3RTQ|C,D|A,B",3RTQ,"C,D","A,B",TCR-pMHC,src\bridging\generatedData\pdb_cache\3RTQ.pdb,442.0,364.0,,,skipped,ok
"3RUG|A|E,F",3RUG,A,"E,F",TCR-pMHC,src\bridging\generatedData\pdb_cache\3RUG.pdb,286.0,434.0,,,skipped,ok
"3RUG|C|G,H",3RUG,C,"G,H",TCR-pMHC,src\bridging\generatedData\pdb_cache\3RUG.pdb,285.0,434.0,,,skipped,ok
"3RY6|C|A,B",3RY6,C,"A,B",OTHER,src\bridging\generatedData\pdb_cache\3RY6.pdb,167.0,428.0,,,skipped,ok
"3RZC|C,D|A,B",3RZC,"C,D","A,B",TCR-pMHC,src\bridging\generatedData\pdb_cache\3RZC.pdb,441.0,366.0,,,skipped,ok
3RZW|D|A,3RZW,D,A,OTHER,src\bridging\generatedData\pdb_cache\3RZW.pdb,78.0,89.0,,,skipped,ok
3RZW|C|B,3RZW,C,B,OTHER,src\bridging\generatedData\pdb_cache\3RZW.pdb,75.0,89.0,,,skipped,ok
"3S2K|C|A,B",3S2K,C,"A,B",OTHER,src\bridging\generatedData\pdb_cache\3S2K.pdb,76.0,1222.0,,,skipped,ok
"3S4S|G|A,B,C",3S4S,G,"A,B,C",TCR-pMHC,src\bridging\generatedData\pdb_cache\3S4S.pdb,176.0,377.0,,,skipped,ok
"3S4S|H|D,E,F",3S4S,H,"D,E,F",TCR-pMHC,src\bridging\generatedData\pdb_cache\3S4S.pdb,175.0,378.0,,,skipped,ok
"3S5L|G|A,B,C",3S5L,G,"A,B,C",TCR-pMHC,src\bridging\generatedData\pdb_cache\3S5L.pdb,175.0,382.0,,,skipped,ok
"3S5L|H|D,E,F",3S5L,H,"D,E,F",TCR-pMHC,src\bridging\generatedData\pdb_cache\3S5L.pdb,177.0,383.0,,,skipped,ok
"3S8V|X|A,B",3S8V,X,"A,B",OTHER,src\bridging\generatedData\pdb_cache\3S8V.pdb,73.0,1204.0,,,skipped,ok
"3SCM|A,B|C,D",3SCM,"A,B","C,D",TCR-pMHC,src\bridging\generatedData\pdb_cache\3SCM.pdb,388.0,430.0,,,skipped,ok
"3SDA|A,B|C,D",3SDA,"A,B","C,D",TCR-pMHC,src\bridging\generatedData\pdb_cache\3SDA.pdb,389.0,435.0,,,skipped,ok
"3SDC|A,B|C,D",3SDC,"A,B","C,D",TCR-pMHC,src\bridging\generatedData\pdb_cache\3SDC.pdb,388.0,430.0,,,skipped,ok
"3SDD|A,B|C,D",3SDD,"A,B","C,D",TCR-pMHC,src\bridging\generatedData\pdb_cache\3SDD.pdb,389.0,427.0,,,skipped,ok
3SF4|D|A,3SF4,D,A,OTHER,src\bridging\generatedData\pdb_cache\3SF4.pdb,45.0,355.0,,,skipped,ok
3SF4|E|B,3SF4,E,B,OTHER,src\bridging\generatedData\pdb_cache\3SF4.pdb,41.0,350.0,,,skipped,ok
3SF4|F|C,3SF4,F,C,OTHER,src\bridging\generatedData\pdb_cache\3SF4.pdb,46.0,346.0,,,skipped,ok
"3SGK|C|A,B",3SGK,C,"A,B",OTHER,src\bridging\generatedData\pdb_cache\3SGK.pdb,165.0,421.0,,,skipped,ok
"3SIP|E|A,C",3SIP,E,"A,C",OTHER,src\bridging\generatedData\pdb_cache\3SIP.pdb,100.0,301.0,,,skipped,ok
"3SIP|F|B,D",3SIP,F,"B,D",OTHER,src\bridging\generatedData\pdb_cache\3SIP.pdb,108.0,203.0,,,skipped,ok
"3SJA|C,D|A,B",3SJA,"C,D","A,B",OTHER,src\bridging\generatedData\pdb_cache\3SJA.pdb,122.0,679.0,,,skipped,ok
"3SJA|G,H|E,F",3SJA,"G,H","E,F",OTHER,src\bridging\generatedData\pdb_cache\3SJA.pdb,122.0,679.0,,,skipped,ok
3SJA|J|I,3SJA,J,I,OTHER,src\bridging\generatedData\pdb_cache\3SJA.pdb,61.0,339.0,,,skipped,ok
"3SJD|E|A,B",3SJD,E,"A,B",OTHER,src\bridging\generatedData\pdb_cache\3SJD.pdb,30.0,567.0,,,skipped,ok
3SJD|D|C,3SJD,D,C,OTHER,src\bridging\generatedData\pdb_cache\3SJD.pdb,30.0,292.0,,,skipped,ok
3SJH|B|A,3SJH,B,A,OTHER,src\bridging\generatedData\pdb_cache\3SJH.pdb,22.0,357.0,,,skipped,ok
3SKU|D|A,3SKU,D,A,OTHER,src\bridging\generatedData\pdb_cache\3SKU.pdb,181.0,230.0,,,skipped,ok
3SKU|E|C,3SKU,E,C,OTHER,src\bridging\generatedData\pdb_cache\3SKU.pdb,181.0,228.0,,,skipped,ok
3SKU|B|F,3SKU,B,F,OTHER,src\bridging\generatedData\pdb_cache\3SKU.pdb,223.0,176.0,,,skipped,ok
"3SO3|B,C|A",3SO3,"B,C",A,OTHER,src\bridging\generatedData\pdb_cache\3SO3.pdb,436.0,240.0,,,skipped,ok
3SRI|B|A,3SRI,B,A,OTHER,src\bridging\generatedData\pdb_cache\3SRI.pdb,25.0,286.0,,,skipped,ok
3SUA|D|A,3SUA,D,A,OTHER,src\bridging\generatedData\pdb_cache\3SUA.pdb,503.0,178.0,,,skipped,ok
3SUA|E|B,3SUA,E,B,OTHER,src\bridging\generatedData\pdb_cache\3SUA.pdb,505.0,178.0,,,skipped,ok
3SUA|F|C,3SUA,F,C,OTHER,src\bridging\generatedData\pdb_cache\3SUA.pdb,506.0,178.0,,,skipped,ok
3SYN|E|A,3SYN,E,A,OTHER,src\bridging\generatedData\pdb_cache\3SYN.pdb,16.0,258.0,,,skipped,ok
3SYN|F|B,3SYN,F,B,OTHER,src\bridging\generatedData\pdb_cache\3SYN.pdb,16.0,258.0,,,skipped,ok
3SYN|G|C,3SYN,G,C,OTHER,src\bridging\generatedData\pdb_cache\3SYN.pdb,16.0,258.0,,,skipped,ok
3SYN|H|D,3SYN,H,D,OTHER,src\bridging\generatedData\pdb_cache\3SYN.pdb,16.0,258.0,,,skipped,ok
3T04|D|A,3T04,D,A,OTHER,src\bridging\generatedData\pdb_cache\3T04.pdb,103.0,98.0,,,skipped,ok
"3T0Y|B,D|A,C",3T0Y,"B,D","A,C",OTHER,src\bridging\generatedData\pdb_cache\3T0Y.pdb,63.0,250.0,,,skipped,ok
"3T1Q|B,C|A",3T1Q,"B,C",A,OTHER,src\bridging\generatedData\pdb_cache\3T1Q.pdb,265.0,178.0,,,skipped,ok
3T6G|B|A,3T6G,B,A,OTHER,src\bridging\generatedData\pdb_cache\3T6G.pdb,134.0,299.0,,,skipped,ok
3T6G|D|C,3T6G,D,C,OTHER,src\bridging\generatedData\pdb_cache\3T6G.pdb,131.0,273.0,,,skipped,ok
3TAC|B|A,3TAC,B,A,OTHER,src\bridging\generatedData\pdb_cache\3TAC.pdb,292.0,324.0,,,skipped,ok
3TEI|B|A,3TEI,B,A,OTHER,src\bridging\generatedData\pdb_cache\3TEI.pdb,17.0,339.0,,,skipped,ok
3TG1|B|A,3TG1,B,A,OTHER,src\bridging\generatedData\pdb_cache\3TG1.pdb,130.0,334.0,,,skipped,ok
"3THM|H,L|F",3THM,"H,L",F,OTHER,src\bridging\generatedData\pdb_cache\3THM.pdb,442.0,77.0,,,skipped,ok
"3TJE|H,L|F",3TJE,"H,L",F,OTHER,src\bridging\generatedData\pdb_cache\3TJE.pdb,442.0,100.0,,,skipped,ok
"3TJZ|B,C|A",3TJZ,"B,C",A,OTHER,src\bridging\generatedData\pdb_cache\3TJZ.pdb,404.0,159.0,,,skipped,ok
"3TJZ|E,F|D",3TJZ,"E,F",D,OTHER,src\bridging\generatedData\pdb_cache\3TJZ.pdb,400.0,159.0,,,skipped,ok
3TKL|B|A,3TKL,B,A,OTHER,src\bridging\generatedData\pdb_cache\3TKL.pdb,192.0,171.0,,,skipped,ok
3TL8|B|A,3TL8,B,A,OTHER,src\bridging\generatedData\pdb_cache\3TL8.pdb,87.0,300.0,,,skipped,ok
3TL8|F|D,3TL8,F,D,OTHER,src\bridging\generatedData\pdb_cache\3TL8.pdb,88.0,306.0,,,skipped,ok
3TL8|K|G,3TL8,K,G,OTHER,src\bridging\generatedData\pdb_cache\3TL8.pdb,88.0,301.0,,,skipped,ok
3TL8|L|H,3TL8,L,H,OTHER,src\bridging\generatedData\pdb_cache\3TL8.pdb,87.0,303.0,,,skipped,ok
"3TN0|A|C,D",3TN0,A,"C,D",TCR-pMHC,src\bridging\generatedData\pdb_cache\3TN0.pdb,293.0,438.0,,,skipped,ok
3TNF|A|B,3TNF,A,B,OTHER,src\bridging\generatedData\pdb_cache\3TNF.pdb,170.0,379.0,,,skipped,ok
"3TO4|A|C,D",3TO4,A,"C,D",TCR-pMHC,src\bridging\generatedData\pdb_cache\3TO4.pdb,289.0,433.0,,,skipped,ok
"3TQ7|P,Q|A,B",3TQ7,"P,Q","A,B",OTHER,src\bridging\generatedData\pdb_cache\3TQ7.pdb,142.0,110.0,,,skipped,ok
3TSR|E|A,3TSR,E,A,OTHER,src\bridging\generatedData\pdb_cache\3TSR.pdb,457.0,124.0,,,skipped,ok
3TSR|F|B,3TSR,F,B,OTHER,src\bridging\generatedData\pdb_cache\3TSR.pdb,457.0,123.0,,,skipped,ok
3TSR|G|C,3TSR,G,C,OTHER,src\bridging\generatedData\pdb_cache\3TSR.pdb,457.0,117.0,,,skipped,ok
3TSR|H|D,3TSR,H,D,OTHER,src\bridging\generatedData\pdb_cache\3TSR.pdb,457.0,113.0,,,skipped,ok
3TU3|B|A,3TU3,B,A,OTHER,src\bridging\generatedData\pdb_cache\3TU3.pdb,526.0,119.0,,,skipped,ok
"3TVJ|I|A,B",3TVJ,I,"A,B",OTHER,src\bridging\generatedData\pdb_cache\3TVJ.pdb,35.0,325.0,,,skipped,ok
"3TVM|C,D|A,B",3TVM,"C,D","A,B",TCR-pMHC,src\bridging\generatedData\pdb_cache\3TVM.pdb,439.0,366.0,,,skipped,ok
"3TVM|G,H|E,F",3TVM,"G,H","E,F",TCR-pMHC,src\bridging\generatedData\pdb_cache\3TVM.pdb,443.0,306.0,,,skipped,ok
"3TWI|D,E,F|A,B,C",3TWI,"D,E,F","A,B,C",OTHER,src\bridging\generatedData\pdb_cache\3TWI.pdb,451.0,408.0,,,skipped,ok
3TZ1|B|A,3TZ1,B,A,OTHER,src\bridging\generatedData\pdb_cache\3TZ1.pdb,24.0,71.0,,,skipped,ok
"3U1J|E|A,B",3U1J,E,"A,B",OTHER,src\bridging\generatedData\pdb_cache\3U1J.pdb,56.0,186.0,,,skipped,ok
3U43|B|A,3U43,B,A,OTHER,src\bridging\generatedData\pdb_cache\3U43.pdb,132.0,92.0,,,skipped,ok
3U82|B|A,3U82,B,A,OTHER,src\bridging\generatedData\pdb_cache\3U82.pdb,300.0,231.0,,,skipped,ok
3U8X|B|A,3U8X,B,A,OTHER,src\bridging\generatedData\pdb_cache\3U8X.pdb,21.0,357.0,,,skipped,ok
3U8X|D|C,3U8X,D,C,OTHER,src\bridging\generatedData\pdb_cache\3U8X.pdb,21.0,357.0,,,skipped,ok
3U9D|B|A,3U9D,B,A,OTHER,src\bridging\generatedData\pdb_cache\3U9D.pdb,21.0,357.0,,,skipped,ok
3U9D|D|C,3U9D,D,C,OTHER,src\bridging\generatedData\pdb_cache\3U9D.pdb,21.0,357.0,,,skipped,ok
3U9Z|C|A,3U9Z,C,A,OTHER,src\bridging\generatedData\pdb_cache\3U9Z.pdb,20.0,357.0,,,skipped,ok
3UAI|D|A,3UAI,D,A,OTHER,src\bridging\generatedData\pdb_cache\3UAI.pdb,327.0,357.0,,,skipped,ok
"3UAJ|C,D,H,L|A,B",3UAJ,"C,D,H,L","A,B",OTHER,src\bridging\generatedData\pdb_cache\3UAJ.pdb,866.0,746.0,,,skipped,ok
"3UEZ|A,D|E,F",3UEZ,"A,D","E,F",OTHER,src\bridging\generatedData\pdb_cache\3UEZ.pdb,371.0,283.0,,,skipped,ok
"3UEZ|B,C|G,H",3UEZ,"B,C","G,H",OTHER,src\bridging\generatedData\pdb_cache\3UEZ.pdb,371.0,282.0,,,skipped,ok
3UIR|C|A,3UIR,C,A,OTHER,src\bridging\generatedData\pdb_cache\3UIR.pdb,56.0,243.0,,,skipped,ok
3UIR|D|B,3UIR,D,B,OTHER,src\bridging\generatedData\pdb_cache\3UIR.pdb,57.0,245.0,,,skipped,ok
3UKW|C|B,3UKW,C,B,OTHER,src\bridging\generatedData\pdb_cache\3UKW.pdb,22.0,426.0,,,skipped,ok
3UKX|C|B,3UKX,C,B,OTHER,src\bridging\generatedData\pdb_cache\3UKX.pdb,23.0,426.0,,,skipped,ok
3UKZ|C|B,3UKZ,C,B,OTHER,src\bridging\generatedData\pdb_cache\3UKZ.pdb,23.0,427.0,,,skipped,ok
3UL0|C|B,3UL0,C,B,OTHER,src\bridging\generatedData\pdb_cache\3UL0.pdb,23.0,426.0,,,skipped,ok
3UL1|A|B,3UL1,A,B,OTHER,src\bridging\generatedData\pdb_cache\3UL1.pdb,21.0,426.0,,,skipped,ok
3UL4|B|A,3UL4,B,A,OTHER,src\bridging\generatedData\pdb_cache\3UL4.pdb,63.0,142.0,,,skipped,ok
3ULA|D|A,3ULA,D,A,OTHER,src\bridging\generatedData\pdb_cache\3ULA.pdb,140.0,276.0,,,skipped,ok
3ULA|B|C,3ULA,B,C,OTHER,src\bridging\generatedData\pdb_cache\3ULA.pdb,140.0,276.0,,,skipped,ok
"3UTS|I,J|F,H",3UTS,"I,J","F,H",TCR-pMHC,src\bridging\generatedData\pdb_cache\3UTS.pdb,447.0,286.0,,,skipped,ok
"3UTS|D,E|A,C",3UTS,"D,E","A,C",TCR-pMHC,src\bridging\generatedData\pdb_cache\3UTS.pdb,446.0,286.0,,,skipped,ok
3UX9|B|A,3UX9,B,A,OTHER,src\bridging\generatedData\pdb_cache\3UX9.pdb,229.0,132.0,,,skipped,ok
3UX9|D|C,3UX9,D,C,OTHER,src\bridging\generatedData\pdb_cache\3UX9.pdb,230.0,129.0,,,skipped,ok
3UYO|D|A,3UYO,D,A,OTHER,src\bridging\generatedData\pdb_cache\3UYO.pdb,94.0,114.0,,,skipped,ok
3UYP|A|B,3UYP,A,B,OTHER,src\bridging\generatedData\pdb_cache\3UYP.pdb,226.0,96.0,,,skipped,ok
3UZ0|B|A,3UZ0,B,A,OTHER,src\bridging\generatedData\pdb_cache\3UZ0.pdb,140.0,112.0,,,skipped,ok
3UZ0|D|C,3UZ0,D,C,OTHER,src\bridging\generatedData\pdb_cache\3UZ0.pdb,140.0,111.0,,,skipped,ok
3UZE|A|C,3UZE,A,C,OTHER,src\bridging\generatedData\pdb_cache\3UZE.pdb,229.0,94.0,,,skipped,ok
3UZE|B|D,3UZE,B,D,OTHER,src\bridging\generatedData\pdb_cache\3UZE.pdb,226.0,74.0,,,skipped,ok
3UZQ|A|B,3UZQ,A,B,OTHER,src\bridging\generatedData\pdb_cache\3UZQ.pdb,234.0,95.0,,,skipped,ok
